Global Question ID,Source Question Number,Paper ,Unit Name,Chapter Name,Subject / Title,Question Type,Question Text,Option 1,Option 2,Option 3,Option 4,Right Answer,Explanation,Correct Marks,Negative Marks,Difficulty
Q-01894,9,Paper 2,,Chapter 15: New Criticism ,"Literary Criticism, theory and culture",SINGLECORRECT,What is 'Practical Criticismâ€™?,The close analysis of literary texts in such a way as to bring out their political meaning.,A movement which wished to make literary criticism more relevant.,The close analysis of poems without taking account of any external information.,The study of ambiguity.,3,"Practical Criticism, developed by I.A. Richards in the 1920s, focuses on analyzing a poemâ€™s language and structure without relying on historical or biographical context. It laid the groundwork for New Criticism and emphasizes the importance of the text itselfâ€”tone, imagery, ironyâ€”over extrinsic factors.",2,0,Easy
Q-01895,10,Paper 2,,Chapter 15: New Criticism ,"Literary Criticism, theory and culture",SINGLECORRECT,"Who has written, ""The two pillars upon which a theory of criticism must rest are an account of value and an account of communication""?",William Empson,I.A. Richards,Ezra Pound,J.C. Ransom,2,"The quote is from I.A. Richards, a founding figure in modern literary theory. In Principles of Literary Criticism (1924) and Practical Criticism (1929), Richards emphasized that literary analysis should rest on two foundational concerns: understanding how literature communicates meaning and how it holds value for readers. These ideas laid the philosophical base for practical criticism and later influenced New Criticism.",2,0,Medium
Q-01896,11,Paper 2,,Chapter 15: New Criticism ,"Literary Criticism, theory and culture",SINGLECORRECT,"Which two of the following are works by I. A. Richards?
 
 A. Concepts of Criticism 
 B. Science and Poetry 
 C. The Philosophy of Rhetoric 
 D. English Literature in Our Time and the University",A and B only,B and C only,A and D only,B and D only,2,"""Science and Poetry"" and ""The Philosophy of Rhetoric"" are both authored by I.A. Richards. These works explore the function of language in literature and the relationship between poetic and scientific discourse. In contrast, ""Concepts of Criticism"" is by RenÃ© Wellek, and ""English Literature in Our Time and the University"" is by F.R. Leavisâ€”both important critics but not part of Richardsâ€™ bibliography.",2,0,Medium
Q-01897,12,Paper 2,,Chapter 15: New Criticism ,"Literary Criticism, theory and culture",SINGLECORRECT,Which among the following is not a type of meaning in a poem as defined by I.A. Richards in Practical Criticism?,Feeling,Form,Tone,Intention,2,"In Practical Criticism (1929), I.A. Richards identified four key types of meaning in a literary work: Sense, Tone, Intention, and Feeling. ""Form"" refers to structure and technique, which are important in analysis but are not classified by Richards as types of meaning in his theoretical framework.",2,0,Easy
Q-01898,13,Paper 2,,Chapter 15: New Criticism ,"Literary Criticism, theory and culture",SINGLECORRECT,"Match List-I with List-II:
 
 List I (Term) 
 A. Thick Description 
 B. Transcendental Signified 
 C. Vehicle, Tenor 
 D. Alienation Effect 
 
 List II (Coined By) 
 I. Jacques Derrida 
 II. I. A. Richards 
 III. Bertolt Brecht 
 IV. Clifford Geertz","A-IV, B-I, C-II, D-III","A-I, B-III, C-II, D-IV","A-II, B-I, C-III, D-IV","A-III, B-II, C-I, D-IV",1,"A. Thick Description â€“ Clifford Geertz used this anthropological term to refer to richly detailed interpretations of cultural actions, emphasizing context and symbolic meaning. 
 B. Transcendental Signified â€“ Jacques Derrida introduced this concept in his critique of structuralism, rejecting the idea of a fixed, ultimate meaning behind language. 
 C. Vehicle, Tenor â€“ I.A. Richards introduced these terms in The Philosophy of Rhetoric to explain the structure of metaphors: the tenor is the idea, and the vehicle is the image that conveys it. 
 D. Alienation Effect â€“ Bertolt Brecht developed this technique to prevent emotional immersion in theatre, promoting critical engagement instead.",2,0,Medium
Q-01899,14,Paper 2,,Chapter 15: New Criticism ,"Literary Criticism, theory and culture",SINGLECORRECT,Who among the following is associated with the term â€˜Intentional Fallacyâ€™ in literary criticism?,WK Wimsatt,Rolland Barthes,J Hillis Miller,John Keats,1,"The term â€œIntentional Fallacyâ€ was introduced by W.K. Wimsatt and Monroe Beardsley in their 1946 essay of the same title. It critiques the reliance on authorial intent in interpreting literary texts. According to them, meaning resides within the text itself, not in the authorâ€™s biography or intentions. This concept became foundational in the New Criticism movement, which promotes objective, text-centered analysis through close reading.",2,0,Easy
Q-01900,15,Paper 2,,Chapter 15: New Criticism ,"Literary Criticism, theory and culture",SINGLECORRECT,"Match List I with List II:
 
 List I 
 A. Bertrand Russell 
 B. T. S. Eliot 
 C. W. K. Wimsatt 
 D. Cleanth Brooks 
 
 List II 
 I. The Verbal Icon 
 II. The Well Wrought Urn 
 III. History of Western Philosophy 
 IV. The Sacred Wood","A-III, B-IV, C-I, D-II","A-III, B-I, C-IV, D-II","A-III, B-II, C-I, D-IV","A-III, B-I, C-II, D-IV",1,"A. Bertrand Russell authored History of Western Philosophy, a sweeping intellectual history of Western philosophical thought. 
 B. T.S. Eliotâ€™s The Sacred Wood is a key work in modern literary criticism that includes essays such as ""Tradition and the Individual Talent."" 
 C. W.K. Wimsatt's The Verbal Icon, co-authored with Monroe Beardsley, introduces critical concepts like the Intentional and Affective Fallacies. 
 D. Cleanth Brooksâ€™ The Well Wrought Urn argues that the structure and language of a poem are inseparable from its meaning, a hallmark of New Criticism.",2,0,Medium
Q-01901,16,Paper 2,,Chapter 15: New Criticism ,"Literary Criticism, theory and culture",SINGLECORRECT,The journal Scrutiny was founded in 1932 by,I. A. Richards,F. R. Leavis,Cleanth Brooks,John Crowe Ransom,2,"Scrutiny was founded in 1932 by F.R. Leavis and Q.D. Leavis. It became a key platform for Leavisite criticism, promoting moral seriousness, close reading, and rigorous evaluation of literary standards. The journal was influential in shaping 20th-century literary discourse in Britain, particularly in relation to poetry and education.",2,0,Easy
Q-01902,17,Paper 2,,Chapter 15: New Criticism ,"Literary Criticism, theory and culture",SINGLECORRECT,"In his recasting of the canon of English poetry in New Bearings in English Poetry, which of the following pairs was downgraded by F.R. Leavis?",Browning and Arnold,Tennyson and Swinburne,Pound and Hopkins,Milton and Shelley,1,"In New Bearings in English Poetry, F.R. Leavis critiques Robert Browning for a lack of moral seriousness but retains respect for Matthew Arnold, especially works like Dover Beach. Leavis argued for a shift toward modernist poets like Eliot and Pound. Although the pairing in the question is slightly misleading, Browning is notably downgraded in Leavisâ€™s assessment.",2,0,Medium
Q-01903,18,Paper 2,,Chapter 15: New Criticism ,"Literary Criticism, theory and culture",SINGLECORRECT,"Match List I with List II:
 
 List I 
 A. Culture and Environment 
 B. Other Worlds: Essays in Cultural Politics 
 C. The Cultural Turn: Selected Writings on the Postmodern, 1983â€“1998 
 D. The Uses of Literacy 
 
 List II 
 I. Gayatri Chakravorty Spivak 
 II. F. R. Leavis and D. Thompson 
 III. Fredric Jameson 
 IV. Richard Hoggart","A-I, B-II, C-III, D-IV","A-II, B-I, C-III, D-IV","A-IV, B-II, C-III, D-I","A-I, B-I, C-II, D-IV",2,"A. Culture and Environment was co-authored by F.R. Leavis and Denys Thompson and emphasizes cultural continuity through literary education. 
 B. Other Worlds: Essays in Cultural Politics is a collection by Gayatri Chakravorty Spivak exploring feminism, deconstruction, and postcolonial theory. 
 C. The Cultural Turn is a volume of essays by Fredric Jameson on postmodernism and cultural theory. 
 D. The Uses of Literacy by Richard Hoggart examines working-class culture and is foundational to British cultural studies.",2,0,Medium
Q-01904,19,Paper 2,,Chapter 15: New Criticism ,"Literary Criticism, theory and culture",SINGLECORRECT,"Match List I with List II:
 
 List I (Term) 
 A. Heteroglossia 
 B. Structures of Feeling 
 C. Ambiguity 
 D. Discourse 
 
 List II (Coined by) 
 I. William Empson 
 II. Raymond Williams 
 III. Mikhail Bakhtin 
 IV. Michel Foucault","A-III, B-II, C-I, D-IV","A-I, B-IV, C-III, D-II","A-IV, B-II, C-I, D-III","A-II, B-IV, C-III, D-I",1,"A. Heteroglossia â€“ Coined by Mikhail Bakhtin, this term describes the coexistence of multiple voices or expressions in literary texts. 
 B. Structures of Feeling â€“ Raymond Williams used this phrase to capture lived cultural experiences not fully articulated in dominant ideology. 
 C. Ambiguity â€“ William Empson introduced this idea in Seven Types of Ambiguity, exploring how poetry conveys layered meanings. 
 D. Discourse â€“ Michel Foucault expanded this term to encompass systems of knowledge, power, and communication across institutions.",2,0,Medium
Q-01905,20,Paper 2,,Chapter 15: New Criticism ,"Literary Criticism, theory and culture",SINGLECORRECT,Who among the following considered paraphrasing as â€˜a heresyâ€™?,Percy Lubbock,Edmund Wilson,I. A. Richards,Cleanth Brooks,4,"Cleanth Brooks coined the phrase ""the heresy of paraphrase"" in his work The Well Wrought Urn. He argued that attempting to paraphrase a poem reduces its complexity, form, and layered meaning. For Brooks, a poemâ€™s unity comes from its structure and language, which cannot be divorced from its meaning through summary or restatement.",2,0,Easy
Q-01906,21,Paper 2,,Chapter 15: New Criticism ,"Literary Criticism, theory and culture",SINGLECORRECT,"Identify the correct pairs:
 
 A. J. C. Ransom â€“ Criticism, Inc. 
 B. William Empson â€“ Seven Types of Ambiguity 
 C. C. Brooks and R. P. Warren â€“ Understanding Poetry 
 D. R. P. Blackmur â€“ In Search of the New Criticism 
 E. Allen Tate â€“ The New Apologists for Poetry","A, B and C","A, B and D","B, C and E","B, D and E",1,"A. J. C. Ransomâ€™s essay ""Criticism, Inc."" is foundational in articulating the aims of New Criticism. 
 B. William Empsonâ€™s Seven Types of Ambiguity (1930) examines poetic ambiguity and helped shape practical criticism. 
 C. Cleanth Brooks and Robert Penn Warren co-authored Understanding Poetry, a foundational New Critical textbook. 
 D. In Search of the New Criticism was not written by R. P. Blackmur. 
 E. The New Apologists for Poetry was not authored by Allen Tate, but by A. D. Moody.",2,0,Medium
